FID_Maine_,OBJECTID,TOWN,COUNTY,GEOCODE,STATE_ID,MAP_BK_LOT,PARENT,PROP_LOC,PROPLOCNUM,TYPE,FMUPDORG,FMUPDAT,FMSRCORG,GlobalID,created_us,created_da,last_edite,last_edi_1,CNTYCODE,SHAPE_Leng,SHAPE_Area,FID_tl_201,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
186596,202571,Portland,Cumberland,05170,05170_125  N012,125  N012,,00621 FOREST AVE,0.000000000000000,,,2011,gpcog,{B127798E-8DE6-4A45-9EFD-64A71D1DE69F},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000909683170954,0.000000049363891,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
186597,202572,Portland,Cumberland,05170,05170_125  N017,125  N017,,00006 ARLINGTON PL,0.000000000000000,,,2011,gpcog,{6376F2C6-6E80-4565-BC7F-84317B35D2A9},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001001290017078,0.000000048638216,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
186598,202573,Portland,Cumberland,05170,05170_125  N005,125  N005,,00621 FOREST AVE,0.000000000000000,,,2011,gpcog,{1D775DAB-BC64-47BE-ACA0-99421DB579B7},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001326726582380,0.000000106757192,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
186601,202576,Portland,Cumberland,05170,05170_125  N003,125  N003,,00615 FOREST AVE,0.000000000000000,,,2011,gpcog,{99A1713D-C3DF-44EA-89EA-3FFFA2B5B766},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000666104242921,0.000000021719493,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
186602,202577,Portland,Cumberland,05170,05170_125  N004,125  N004,,00617 FOREST AVE,0.000000000000000,,,2011,gpcog,{BC6EF844-5A9F-4F1A-94B9-9DD1C8DA77DC},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000632703120745,0.000000019998211,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
186603,202578,Portland,Cumberland,05170,05170_125  N011,125  N011,,00003 ARLINGTON PL,0.000000000000000,,,2011,gpcog,{DFE5FDF1-DB1B-4A54-BCE5-A548F7549984},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000727771703322,0.000000029871945,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
186604,202579,Portland,Cumberland,05170,05170_125  N028,125  N028,,00651 FOREST AVE,0.000000000000000,,,2011,gpcog,{48C73E9F-D3B1-4436-A86C-516982CED06A},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000408877056510,0.000000005754222,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
186605,202580,Portland,Cumberland,05170,05170_125  N030,125  N030,,00637 FOREST AVE,0.000000000000000,,,2011,gpcog,{99FC8D81-00B1-43E4-B4E9-A4774BFCB60D},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000628465883966,0.000000023628749,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
187307,203282,Portland,Cumberland,05170,05170_125  L008,125  L008,,00630 FOREST AVE,0.000000000000000,,,2011,gpcog,{F953878A-2CE7-4856-95D9-11D093063128},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001240921338311,0.000000081921345,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
188481,204456,Portland,Cumberland,05170,05170_125  L007,125  L007,,00616 FOREST AVE,0.000000000000000,,,2011,gpcog,{54C99E28-6396-4F9E-814B-F9A4EA8F548D},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.002901241903948,0.000000384032099,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
188511,204486,Portland,Cumberland,05170,05170_125  L004,125  L004,,00630 FOREST AVE,0.000000000000000,,,2011,gpcog,{066F8CAC-4D2A-4EE3-BF70-9DD18B6EECA9},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000823773243198,0.000000041011478,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
188514,204489,Portland,Cumberland,05170,05170_125  M001,125  M001,,00634 FOREST AVE,0.000000000000000,,,2011,gpcog,{15EA490F-C4AF-487B-AA6C-C26E222FCD71},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001393090000033,0.000000102127032,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
188532,204507,Portland,Cumberland,05170,05170_125  M004,125  M004,,00648 FOREST AVE,0.000000000000000,,,2011,gpcog,{315C126B-81A9-4184-9CD4-F80BDD80CE9D},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000797389516762,0.000000029903239,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
188546,204521,Portland,Cumberland,05170,05170_125  X001,125  X001,,,0.000000000000000,,,2011,gpcog,{26A7B95A-5FF4-45E4-9BAC-F50AFDE38F45},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001547991954370,0.000000041152101,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
188593,204568,Portland,Cumberland,05170,05170_125  L003,125  L003,,00012 REVERE ST,0.000000000000000,,,2011,gpcog,{AD9EEDE8-5314-4585-A188-0F074BDE4004},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000795532855578,0.000000041161075,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
188598,204573,Portland,Cumberland,05170,05170_125  M003,125  M003,,00646 FOREST AVE,0.000000000000000,,,2011,gpcog,{DB63BD75-44EE-4F96-8EE3-46B833CAA2A9},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000846536139805,0.000000033697782,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
188756,204731,Portland,Cumberland,05170,05170_125  L006,125  L006,,00606 FOREST AVE,0.000000000000000,,,2011,gpcog,{BBF2CCA7-6657-4FD9-911C-8314A8C1FCD7},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001678351130292,0.000000148637563,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
201564,217539,Portland,Cumberland,05170,05170_047  A003,047  A003,,00556 CUMBERLAND AVE,0.000000000000000,,,2011,gpcog,{9082F46A-3980-45D3-A059-17FC72F07EF6},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000993147713097,0.000000047656169,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
201568,217543,Portland,Cumberland,05170,05170_047  C022,047  C022,,00699 CONGRESS ST,0.000000000000000,,,2011,gpcog,{DE3900F5-0DBD-4A91-9684-1E9820684444},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001123300392102,0.000000078288170,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
201569,217544,Portland,Cumberland,05170,05170_047  A032,047  A032,,00747 CONGRESS ST,0.000000000000000,,,2011,gpcog,{B9999164-C750-493A-B954-6BF2AA3397AE},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001095858147871,0.000000043494355,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
201570,217545,Portland,Cumberland,05170,05170_047  B018,047  B018,,00484 CUMBERLAND AVE,0.000000000000000,,,2011,gpcog,{C00F1236-A220-456C-ADD3-A43339A271CB},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000496772407346,0.000000015212911,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
201571,217546,Portland,Cumberland,05170,05170_047  B001,047  B001,,00073 DEERING ST,0.000000000000000,,,2011,gpcog,{F35E1E88-EB5B-4942-9395-24C6CFF4F9BF},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001894772747957,0.000000220991378,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
201572,217547,Portland,Cumberland,05170,05170_047  B019,047  B019,,00482 CUMBERLAND AVE,0.000000000000000,,,2011,gpcog,{97746436-DEC9-44F7-BF34-65F9E08905B1},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000521082721310,0.000000016491132,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
202230,218205,Portland,Cumberland,05170,05170_045  A035,045  A035,,00670 CONGRESS ST,0.000000000000000,,,2011,gpcog,{4674F876-6F13-43A4-B48C-A7AB1F859CAB},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000670435602653,0.000000028716866,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203251,219226,Portland,Cumberland,05170,05170_047  C018,047  C018,,00015 MELLEN ST,0.000000000000000,,,2011,gpcog,{9824C2F9-5C65-4142-BE61-CBE0A0697DFD},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001337226577892,0.000000073290380,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203252,219227,Portland,Cumberland,05170,05170_047  C019,047  C019,,00709 CONGRESS ST,0.000000000000000,,,2011,gpcog,{FA6C612D-E5D3-4A57-AC05-5D0CDAF3C0C3},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.002494587006368,0.000000370194571,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203253,219228,Portland,Cumberland,05170,05170_046  C020,046  C020,,00667 CONGRESS ST,0.000000000000000,,,2011,gpcog,{6EB49680-24C6-4444-8F26-C7551C215EF4},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001434510296806,0.000000085057854,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203254,219229,Portland,Cumberland,05170,05170_047  C040,047  C040,,00699 CONGRESS ST,0.000000000000000,,,2011,gpcog,{A6BC018E-9282-43BF-BAA9-ECC541B0EF2B},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001081528806680,0.000000061824952,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203255,219230,Portland,Cumberland,05170,05170_046  C007,046  C007,,00209 STATE ST,0.000000000000000,,,2011,gpcog,{E292C2DD-CCBD-4C3E-A8BA-6B111290B61E},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000925412847624,0.000000039990097,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203256,219231,Portland,Cumberland,05170,05170_047  C039,047  C039,,00218 STATE ST,0.000000000000000,,,2011,gpcog,{6DE7DDC3-AF1A-4437-ADA0-6C59F050AB32},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001297099585714,0.000000100960865,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203257,219232,Portland,Cumberland,05170,05170_047  A014,047  A014,,00785 CONGRESS ST,0.000000000000000,,,2011,gpcog,{E333DB69-6018-4EC6-AA2C-F8AFD6D165A4},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000968192042427,0.000000046997623,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203259,219234,Portland,Cumberland,05170,05170_047  C023,047  C023,,00687 CONGRESS ST,0.000000000000000,,,2011,gpcog,{3197505C-554E-4298-9E7E-1A30B1884F56},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001594559449777,0.000000135015670,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203260,219235,Portland,Cumberland,05170,05170_047  A018,047  A018,,00765 CONGRESS ST,0.000000000000000,,,2011,gpcog,{131706A7-6449-40C4-8639-D8BF67A052B7},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000933042204009,0.000000045684425,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203261,219236,Portland,Cumberland,05170,05170_047  C035,047  C035,,00681 CONGRESS ST,0.000000000000000,,,2011,gpcog,{62DE2D30-A0A8-4A42-9202-6A0F64A0CC20},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.002239514518890,0.000000220981360,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203275,219250,Portland,Cumberland,05170,05170_040  A027,040  A027,,00050 MAPLE ST,0.000000000000000,,,2011,gpcog,{C9905661-D4A1-4863-9671-977E9029E8FB},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000628762028850,0.000000022049068,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203276,219251,Portland,Cumberland,05170,05170_040  A014,040  A014,,00052 MAPLE ST,0.000000000000000,,,2011,gpcog,{BC8E52E0-9DFB-4F14-A30F-839AA7A50DD3},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000538892089906,0.000000012755068,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203277,219252,Portland,Cumberland,05170,05170_040  A031,040  A031,,00054 MAPLE ST,0.000000000000000,,,2011,gpcog,{C2DD797D-9E63-40F5-893F-E29A8BE62B72},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000611713652050,0.000000020594519,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203278,219253,Portland,Cumberland,05170,05170_040  A010,040  A010,,00054 MAPLE ST,0.000000000000000,,,2011,gpcog,{D8A2790D-EA7A-4318-8B83-61927A2E616E},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000619659622763,0.000000022381003,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203279,219254,Portland,Cumberland,05170,05170_045  D003,045  D003,,00100 STATE ST,0.000000000000000,,,2011,gpcog,{0A14EC15-9BB3-4209-BF57-757B7C5B566D},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.003190516748920,0.000000608034986,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203280,219255,Portland,Cumberland,05170,05170_045  D005,045  D005,,00102 STATE ST,0.000000000000000,,,2011,gpcog,{90D914BE-21FB-4B62-8397-FCD3046E404C},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001094834050120,0.000000037501417,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203281,219256,Portland,Cumberland,05170,05170_045  D001,045  D001,,00102 STATE ST,0.000000000000000,,,2011,gpcog,{38F3AEAB-41CD-41BE-B653-97397723AFDE},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.003069264452596,0.000000454858479,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203282,219257,Portland,Cumberland,05170,05170_045  D006,045  D006,,,0.000000000000000,,,2011,gpcog,{44659250-685C-4AD8-B36B-7EE47BE86602},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001333025458316,0.000000074927887,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203283,219258,Portland,Cumberland,05170,05170_040  A013,040  A013,,00051 DANFORTH ST,0.000000000000000,,,2011,gpcog,{AFA47667-FDAA-4148-8BB2-E53CC8925ED5},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001464574744919,0.000000094447406,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203284,219259,Portland,Cumberland,05170,05170_044  A012,044  A012,,00033 PARK ST,0.000000000000000,,,2011,gpcog,{C952CEDE-D210-4974-BA78-DEAD22E7D052},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001501877586434,0.000000103579919,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203285,219260,Portland,Cumberland,05170,05170_043  D007,043  D007,,00454 COMMERCIAL ST,0.000000000000000,,,2011,gpcog,{2CE86CF6-263E-41F3-9785-A504DB311A57},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.009197174718427,0.000001408408713,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203286,219261,Portland,Cumberland,05170,05170_043  D005,043  D005,,00454 COMMERCIAL ST,0.000000000000000,,,2011,gpcog,{FE64A262-AAAC-44BB-97B4-59A099E28B75},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.009133942444121,0.000004152098887,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
203287,219262,Portland,Cumberland,05170,05170_043  G002,043  G002,,00454 COMMERCIAL ST,0.000000000000000,,,2011,gpcog,{D075DDF1-21CC-461A-B768-62518236CBBB},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.002044643605168,0.000000175396250,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204101,220076,Portland,Cumberland,05170,05170_040  B033,040  B033,,00056 PLEASANT ST,0.000000000000000,,,2011,gpcog,{009B2AC0-1E3D-4D1C-9EB3-839388CA7BA1},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000741737420501,0.000000020366430,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204102,220077,Portland,Cumberland,05170,05170_046  D021,046  D021,,00655 CONGRESS ST,0.000000000000000,,,2011,gpcog,{8D6DC655-2D64-49ED-9B0C-2254D38EC610},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001836064754294,0.000000156713302,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204103,220078,Portland,Cumberland,05170,05170_046  D008,046  D008,,00015 AVON ST,0.000000000000000,,,2011,gpcog,{5E0592EE-FF78-4A3A-950A-9DF1D743F4D4},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000572434830650,0.000000018984174,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204104,220079,Portland,Cumberland,05170,05170_040  B003,040  B003,,00054 PLEASANT ST,0.000000000000000,,,2011,gpcog,{FDCBF4D6-805D-4CBF-BA4E-9F9A2EBF7487},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000740385571707,0.000000021374904,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204105,220080,Portland,Cumberland,05170,05170_039  E010,039  E010,,00088 SPRING ST,0.000000000000000,,,2011,gpcog,{D4ED4F88-94FD-41AD-BFF2-06DE0C81B3AB},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.003170718489352,0.000000511894389,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204106,220081,Portland,Cumberland,05170,05170_040  B008,040  B008,,00032 PLEASANT ST,0.000000000000000,,,2011,gpcog,{7B63A9B0-2ACE-498D-8BC9-CDF52FC89701},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000754921949184,0.000000027781541,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204107,220082,Portland,Cumberland,05170,05170_046  D034,046  D034,,00603 CONGRESS ST,0.000000000000000,,,2011,gpcog,{48360C4C-65B7-409B-8C33-249EA9913FEC},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001011283215747,0.000000042753759,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204108,220083,Portland,Cumberland,05170,05170_040  B035,040  B035,,00004 PLEASANT ST,0.000000000000000,,,2011,gpcog,{82BDCF90-1885-44F9-8BB6-B73539C1658B},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000303823198446,0.000000004677422,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204109,220084,Portland,Cumberland,05170,05170_046  D016,046  D016,,00006 DEERING ST,0.000000000000000,,,2011,gpcog,{2BD21057-A7DB-4A40-A6E3-3B71E93ABBEC},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000716399167463,0.000000031835648,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204110,220085,Portland,Cumberland,05170,05170_038  G002,038  G002,,00269 COMMERCIAL ST,0.000000000000000,,,2011,gpcog,{6192E1A9-BD75-417A-B2AB-023E264D21A3},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.001219141065291,0.000000090093491,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
204111,220086,Portland,Cumberland,05170,05170_040  B015,040  B015,,00010 PLEASANT ST,0.000000000000000,,,2011,gpcog,{371BCB49-2135-4149-A732-64060BF384FB},Emily.Pettit@maine.gov_maine,06/12/23,Emily.Pettit@maine.gov_maine,06/12/23,05,0.000488202375591,0.000000013896682,14340,04101,04101,B5,G6350,S,5190554,2335849,+43.6626067,-070.2579490
